customer_id,first_name,last_name,email,region,loyalty_tier,join_date
770,Daniel,Sandoval,rosscheryl@example.net,Northeast,Standard,2025-05-30
771,Brittany,Vaughan,rhunter@example.com,West,Silver,2025-09-10
772,Zachary,White,benjaminmathews@example.com,Northeast,Standard,2025-06-25
773,Terri,Green,merrittaustin@example.net,Southwest,Silver,2024-10-03
774,Scott,Mata,btucker@example.com,Southeast,Standard,2026-02-17
775,Steven,Martin,thompsonbethany@example.org,Southeast,Silver,2025-01-08
776,Amanda,Glover,michelle65@example.org,Northeast,Standard,2023-09-01
777,Elijah,Meza,gbrown@example.org,Southeast,Silver,2023-12-02
778,Amanda,Mcdonald,kellywhite@example.net,West,Gold,2026-02-12
779,Paige,Richardson,annavalencia@example.com,Midwest,Standard,2023-06-16
780,Jeffrey,Torres,bensonholly@example.org,Northeast,Standard,2024-09-24
781,Elizabeth,Sosa,kayla70@example.com,Southeast,Standard,2024-06-24
782,Janice,Warner,scott61@example.net,Northeast,Silver,2023-08-08
783,Richard,Myers,tsmith@example.com,Northeast,Silver,2023-12-21
784,Andrew,Morales,tlewis@example.com,Midwest,Silver,2024-11-04
785,Ian,Wright,rmorris@example.org,West,Standard,2025-08-27
786,Nicholas,Johnson,rebeccawillis@example.com,Northeast,Standard,2023-08-04
787,Cody,White,uclark@example.net,Southeast,Silver,2025-11-08
788,Travis,Ramos,christopher52@example.org,Southwest,Standard,2023-12-24
789,Thomas,Velazquez,martinezwilliam@example.org,Northeast,Platinum,2023-10-07
790,Joseph,Ryan,xanderson@example.net,Northeast,Standard,2023-12-06
791,Nicole,Valencia,terrancetorres@example.org,Midwest,Silver,2025-12-09
792,Sean,Berger,hkim@example.net,West,Standard,2025-06-08
793,Shannon,Hanson,paula04@example.org,Southwest,Standard,2023-12-15
794,Keith,Castaneda,bradleydavid@example.org,Southeast,Silver,2024-10-29
795,Joseph,Kane,deniselloyd@example.org,Southwest,Silver,2023-10-24
796,Lisa,Smith,vperkins@example.org,Southeast,Platinum,2024-04-27
797,Amanda,Buchanan,ramirezlaura@example.net,West,Standard,2025-09-30
798,Bryce,Griffin,sharon19@example.com,Southeast,Standard,2025-03-12
799,Laura,Ortega,sharon28@example.net,Midwest,Silver,2024-04-30
800,Carmen,Hamilton,eric20@example.net,Midwest,Silver,2025-08-05
801,Shelby,Adams,kayla65@example.net,Midwest,Standard,2024-10-15
802,Shawn,Griffin,olivia38@example.com,Midwest,Standard,2025-06-21
803,Edward,Bradley,jacobchavez@example.net,Southwest,Standard,2024-11-06
804,Terri,Flores,veronicadavenport@example.org,West,Gold,2024-07-03
805,Brian,Jones,tamarasawyer@example.com,Southeast,Standard,2025-12-10
806,Christopher,Stanley,cathyhale@example.net,Southeast,Standard,2024-08-17
807,Anthony,Davis,trujillosandra@example.com,Midwest,Standard,2025-12-02
808,Michelle,Garcia,,Midwest,Standard,2024-07-24
809,Kimberly,Burns,nross@example.com,Northeast,Standard,2024-02-07
810,Devin,Jones,ashley59@example.com,West,Silver,2023-07-29
811,Francisco,Hood,thomasarnold@example.net,Southwest,Standard,2024-10-14
812,Natasha,Martinez,ashleyvincent@example.com,Southeast,Gold,2024-10-17
813,Patrick,Robinson,gonzalezcorey@example.net,Northeast,Standard,2025-02-04
814,Faith,Freeman,brownvalerie@example.org,Northeast,Silver,2024-12-14
815,Ronald,Martin,kbarnett@example.org,Southeast,Gold,2025-10-26
816,Robin,White,robyn90@example.net,Southwest,Silver,2024-02-20
817,Robert,Fuentes,olivia50@example.org,Northeast,Silver,2024-03-01
818,Corey,Hart,logankelly@example.com,Northeast,Standard,2025-10-15
819,Mario,Williams,shepardveronica@example.org,West,Standard,2024-05-23
820,Marcus,Neal,jillberry@example.org,Southwest,Silver,2024-12-11
821,Paul,Flores,awright@example.org,Northeast,Platinum,2024-03-01
822,David,Garcia,ucantu@example.com,Southwest,Silver,2025-05-19
823,Jennifer,Anderson,garnerkevin@example.com,Southeast,Silver,2025-05-16
824,Aaron,Crawford,johnarmstrong@example.net,Midwest,Silver,2025-11-25
825,Brittany,Carter,welchkatherine@example.net,Northeast,Standard,2024-11-24
826,Carl,Skinner,wilsonadrienne@example.net,West,Standard,2024-09-27
827,Shirley,Wright,kelly41@example.net,Southeast,Silver,2024-01-08
828,Michael,Dixon,,Southwest,Platinum,2024-01-13
829,Benjamin,Green,tiffanysullivan@example.com,Southeast,Standard,2023-09-19
830,Stephanie,Martinez,ryanjackson@example.com,Northeast,Silver,2025-04-14
831,Sarah,Love,donna99@example.org,Southwest,Standard,2025-06-06
832,Garrett,Andrews,timothy10@example.com,Midwest,Silver,2024-04-08
833,Tiffany,Cox,brittanyheath@example.net,Southeast,Standard,2024-07-28
834,Martin,Smith,jwoods@example.org,Northeast,Standard,2024-01-26
835,Belinda,Montoya,nicholasweaver@example.com,West,Gold,2024-03-16
836,Danielle,Joseph,ashleyfrye@example.net,Southwest,Standard,2025-12-03
837,Isaac,Nelson,ricky68@example.org,Southeast,Silver,2025-03-10
838,Jesus,Russell,donaldsontimothy@example.org,Southeast,Gold,2024-10-04
839,Kristen,Hoover,wellskatherine@example.com,Midwest,Platinum,2025-03-19
840,Oscar,Moreno,anelson@example.org,Midwest,Standard,2026-05-02
841,Andrea,Ruiz,franklinleslie@example.com,West,Standard,2024-04-19
842,Marc,Garcia,kimberlyboyer@example.com,West,Standard,2024-10-27
843,William,Wilkins,usanchez@example.com,Northeast,Platinum,2026-03-05
844,Carol,King,oconnorgary@example.net,Northeast,Platinum,2024-09-14
845,Mario,Thompson,davislisa@example.net,West,Silver,2023-11-04
846,Linda,Ramirez,ellen55@example.com,West,Gold,2023-06-14
847,Kylie,Gutierrez,johnhouse@example.net,Southwest,Silver,2025-11-12
848,Joan,Moore,wheelermackenzie@example.org,Midwest,Silver,2026-02-18
849,Kayla,Miles,crystalsmith@example.com,Northeast,Standard,2026-01-25
850,Adam,Clark,reginasmith@example.org,Midwest,Gold,2025-07-11
851,Shannon,Holden,catherine78@example.org,Midwest,Standard,2023-07-20
852,Joseph,Farmer,davidbray@example.org,West,Gold,2025-03-05
853,Karen,Foster,ubuckley@example.net,Southwest,Gold,2024-01-09
854,Tiffany,Williams,uwarner@example.org,Southeast,Silver,2025-10-25
855,Connie,Walsh,pearsonkevin@example.org,Southwest,Standard,2023-10-16
856,Elizabeth,Duncan,vsimpson@example.net,Southwest,Standard,2024-08-13
857,Heather,Nash,patriciariley@example.org,Midwest,Standard,2025-05-02
858,Susan,Garcia,robertmata@example.com,Southwest,Standard,2025-10-11
859,Joseph,Wilson,lisaallen@example.com,Northeast,Standard,2025-05-25
860,Philip,Nichols,mary33@example.com,Midwest,Platinum,2024-06-15
861,Kendra,Sweeney,jeffreystuart@example.net,Northeast,Silver,2024-01-09
862,Lisa,Wong,leeray@example.org,Southeast,Standard,2025-03-09
863,Tiffany,Morales,eroman@example.net,Midwest,Standard,2025-09-01
864,Linda,Alexander,xmartinez@example.com,Southeast,Standard,2025-10-13
865,James,Baker,daniel04@example.org,Midwest,Silver,2023-09-26
866,Brandy,Wheeler,aharper@example.net,West,Silver,2024-06-30
867,Chad,Adams,cmiller@example.com,Southwest,Platinum,2023-10-31
868,Aaron,Knight,sabrina87@example.net,West,Standard,2024-11-02
869,Ryan,Collins,kirksandra@example.net,Southeast,Platinum,2024-10-22
870,John,Webb,cohengary@example.org,Southwest,Gold,2023-07-21
871,Jennifer,Russo,taylorchristina@example.com,Midwest,Standard,2024-04-12
872,Brandon,Morris,kevin25@example.org,Southwest,Platinum,2025-07-05
873,Dustin,Lucas,moorekristen@example.com,Northeast,Standard,2023-09-02
874,Tamara,Russell,qwright@example.com,Southwest,Gold,2025-04-12
875,Elizabeth,Smith,justingamble@example.org,Northeast,Standard,2024-02-14
876,Connor,Schneider,,Southwest,Gold,2023-10-18
877,Christine,Patterson,kristi25@example.org,Northeast,Gold,2024-02-17
878,Heather,Parker,tristanholmes@example.com,Southeast,Gold,2025-04-05
879,Jennifer,Herring,blawrence@example.org,West,Gold,2025-01-15
880,Alicia,White,april60@example.org,Midwest,Standard,2025-03-27
881,Michael,Spencer,xlong@example.org,Southwest,Standard,2025-10-10
882,Daniel,Torres,victoria33@example.net,West,Standard,2025-06-22
883,Holly,Potter,pcrawford@example.com,Midwest,Standard,2026-02-06
884,Kevin,Rodriguez,daniel64@example.org,Midwest,Silver,2024-01-04
885,Stephen,Rivera,qsparks@example.net,Northeast,Standard,2023-06-30
886,Michael,Pineda,larry09@example.com,Southeast,Platinum,2023-08-22
887,Michelle,Gonzalez,westalexis@example.org,Southeast,Silver,2023-05-24
888,Joann,Martinez,castroconnor@example.com,West,Gold,2024-10-19
889,Craig,Velazquez,sstephens@example.net,Southeast,Standard,2024-07-22
890,Tommy,Williams,downsmary@example.org,Southwest,Gold,2025-08-10
891,Kelly,Howell,huntermark@example.net,Southeast,Platinum,2025-04-10
892,Laura,Hodge,jennathornton@example.org,West,Standard,2023-08-22
893,Brian,Kirby,bmiles@example.com,Southeast,Silver,2025-10-27
894,David,Grant,kevin47@example.org,Southwest,Gold,2025-05-31
895,Anna,Trevino,victoria80@example.net,Northeast,Standard,2025-01-21
896,John,Mendez,charlesstephen@example.com,West,Silver,2024-07-08
897,Michelle,Colon,gomezjames@example.net,Northeast,Standard,2023-10-10
898,Sean,Garrett,stevenball@example.com,Northeast,Standard,2023-11-25
899,Olivia,Ali,suzanneblevins@example.com,Northeast,Standard,2025-06-09
900,Brittany,Figueroa,emmamiller@example.com,Midwest,Standard,2023-12-20
901,Maria,Miller,alexander87@example.org,Midwest,Standard,2025-12-19
902,Sara,Ferguson,jennifer59@example.com,Northeast,Standard,2025-12-26
903,Katherine,Olson,yrivera@example.com,West,Platinum,2025-10-07
904,Courtney,Hanna,garciabrittany@example.com,Southwest,Silver,2024-07-12
905,Jeremy,Williams,dianamack@example.com,Southwest,Platinum,2024-08-10
906,Jessica,Short,zsanders@example.org,Southeast,Standard,2023-09-20
907,Megan,King,jeremy04@example.com,West,Standard,2024-03-29
908,Billy,Potts,jennifermoore@example.org,Midwest,Silver,2025-07-31
909,Danielle,Kirk,thompsonmegan@example.com,Northeast,Standard,2024-04-23
910,Tamara,Prince,hburgess@example.net,Southeast,Standard,2023-12-20
911,Karen,Williams,iriley@example.net,Southwest,Silver,2023-12-20
912,Michelle,Nguyen,tammy62@example.net,Midwest,Standard,2025-04-24
913,Susan,Chen,cdavis@example.com,Midwest,Silver,2025-10-07
914,Lawrence,Booth,rbridges@example.org,Northeast,Silver,2024-11-12
915,Robert,Yu,todd48@example.com,Southwest,Standard,2025-08-19
916,Shawn,Farrell,millerjason@example.org,West,Standard,2024-07-13
917,Lori,Lee,jason11@example.org,Midwest,Gold,2026-01-21
918,Susan,Gay,hweiss@example.org,Northeast,Standard,2025-01-22
919,Tina,Wagner,qaustin@example.com,West,Standard,2024-10-06
920,Patrick,Castillo,derekjackson@example.net,Southwest,Platinum,2025-09-27
921,Rebecca,Martinez,timothylee@example.com,Midwest,Standard,2024-01-26
922,Richard,Barnes,pearsonleslie@example.org,West,Silver,2025-12-30
923,Jessica,Green,dylan57@example.net,West,Platinum,2025-04-10
924,Jeffery,Vargas,dwood@example.net,West,Standard,2025-09-24
925,Karen,Montgomery,jennifer58@example.org,Midwest,Standard,2025-12-06
926,Charles,Wilson,zaustin@example.net,Midwest,Standard,2024-01-20
927,David,Lopez,melissa51@example.net,Southeast,Standard,2023-10-01
928,Edward,Stewart,coxscott@example.net,Southwest,Standard,2025-11-10
929,Brendan,Schwartz,krystallindsey@example.net,Northeast,Silver,2024-03-12
930,Matthew,Paul,barrerarichard@example.com,West,Standard,2024-04-20
931,Arthur,Davidson,catherine16@example.net,Southeast,Silver,2024-01-12
932,Courtney,Miller,taracortez@example.com,Northeast,Platinum,2025-05-14
933,Troy,Smith,brownamber@example.net,Southeast,Gold,2023-06-20
934,Ashley,Fitzgerald,sarahshaffer@example.org,Midwest,Silver,2023-06-29
935,Morgan,Cook,ifuller@example.org,West,Standard,2025-10-22
936,Christopher,Dillon,johnstoncharles@example.net,Northeast,Silver,2025-09-19
937,Matthew,Johnson,lisa00@example.org,Northeast,Silver,2025-07-20
938,Frank,Palmer,gail55@example.com,Northeast,Standard,2025-05-03
939,Paul,Robinson,andrew61@example.com,Northeast,Standard,2024-01-25
940,Christina,Woodward,rwhite@example.net,Northeast,Gold,2024-07-03
941,Paul,Perez,fcurtis@example.org,Southeast,Standard,2024-03-11
942,Amanda,Maxwell,freemanmargaret@example.com,West,Standard,2024-02-26
943,Sarah,Bryant,john24@example.net,Midwest,Standard,2025-02-16
944,Hannah,Mathis,juliethompson@example.com,Midwest,Standard,2023-10-21
945,Kevin,Luna,duffypatricia@example.com,Midwest,Gold,2025-04-10
946,Reginald,Brown,jessica03@example.net,Midwest,Silver,2024-05-02
947,Daniel,Singh,kramerjohn@example.com,Southeast,Gold,2025-09-26
948,Kimberly,White,amanda23@example.com,Southwest,Standard,2024-11-30
949,Todd,Harris,kclarke@example.com,West,Standard,2025-09-26
950,Thomas,Graham,davisdavid@example.com,Northeast,Standard,2025-07-02
951,Luke,Smith,mark08@example.com,Southwest,Standard,2024-01-21
952,Crystal,Torres,karenmolina@example.org,Midwest,Standard,2023-12-23
953,Austin,Smith,zimmermanmichael@example.com,Southwest,Gold,2025-10-06
954,Rebecca,Guerrero,devon40@example.com,West,Standard,2025-04-23
955,Leah,Myers,jared02@example.net,Northeast,Silver,2025-04-01
956,Stephen,Anderson,hdavis@example.com,Northeast,Standard,2025-12-15
957,Nathan,Mendoza,adam01@example.com,West,Standard,2025-11-07
958,Jody,Mendoza,mgardner@example.org,West,Standard,2024-03-31
959,Donna,Ward,amanda09@example.net,Midwest,Platinum,2023-11-08
960,Carolyn,Haynes,charleskathy@example.net,Northeast,Gold,2024-03-11
961,Michael,Moore,ronaldknight@example.org,Southwest,Platinum,2023-08-02
962,Craig,Robertson,,Southeast,Standard,2024-02-29
963,Kellie,Mejia,williamstroy@example.com,Southeast,Standard,2025-02-12
964,Brandon,Reyes,glenn00@example.net,West,Silver,2025-04-01
965,Hannah,Jordan,jordanrachel@example.com,Midwest,Standard,2025-04-03
966,Tanya,Gibson,john11@example.org,Southeast,Gold,2024-01-05
967,Danielle,Davis,lmorgan@example.org,Northeast,Standard,2023-11-13
968,Robert,King,banksjeremy@example.org,West,Standard,2024-07-26
969,Tabitha,Hoover,bennetteric@example.org,Southwest,Standard,2024-05-29
970,Deanna,Patel,rroberts@example.org,West,Standard,2026-05-19
971,Tristan,Mccall,jessicaclark@example.net,Southwest,Silver,2026-03-05
972,Elizabeth,Ryan,melissaortiz@example.org,West,Standard,2025-10-15
973,Randy,Robinson,jessica86@example.org,West,Standard,2024-09-23
974,William,Park,lowerykenneth@example.net,West,Standard,2024-10-13
975,Derek,Delgado,dennisjohn@example.com,Southwest,Standard,2025-12-05
976,Victor,Davis,christinajohnson@example.org,Southwest,Gold,2025-03-02
977,Matthew,Reynolds,ywood@example.net,West,Gold,2025-12-25
978,Linda,Harris,roachmichele@example.com,Southeast,Platinum,2024-02-01
979,Jared,Griffin,xsandoval@example.com,Midwest,Gold,2023-08-02
980,Dominique,Cook,kennethwong@example.com,Midwest,Standard,2024-03-10
981,Rebecca,Bush,annperez@example.org,Midwest,Silver,2025-10-29
982,Melissa,Rich,schwartzlinda@example.net,Southwest,Standard,2024-03-29
983,Scott,Cooper,tammy71@example.net,Southwest,Standard,2025-03-06
984,Kevin,Sanchez,shane79@example.org,Southeast,Gold,2023-11-24
985,Mandy,Day,daguirre@example.org,Midwest,Standard,2025-04-20
986,Kristi,Davis,ubarrett@example.com,Midwest,Platinum,2024-05-30
987,Bryan,Foster,williamsangela@example.org,West,Standard,2024-09-20
988,Jesse,Miller,vbennett@example.com,Southwest,Silver,2026-03-07
989,Rachel,White,nancy36@example.com,Midwest,Silver,2023-12-06
990,Elizabeth,Reilly,tanya88@example.net,Southeast,Gold,2025-10-15
991,Tasha,Thompson,wesleywood@example.com,Southeast,Silver,2025-09-18
992,Megan,Yoder,reesebrandon@example.com,Midwest,Silver,2025-02-06
993,Emily,Simmons,xwood@example.org,Southwest,Standard,2024-07-17
994,Mark,Brooks,david07@example.net,Southeast,Silver,2025-12-09
995,Elizabeth,Hunter,deborahsmith@example.net,West,Standard,2023-09-01
996,Tammy,Martinez,melissacooper@example.net,Southeast,Silver,2023-11-24
997,Shannon,Moses,newmankayla@example.org,Northeast,Silver,2026-02-03
998,Amanda,Cruz,sandersgabriela@example.net,Northeast,Silver,2025-12-17
999,James,Henry,bmendez@example.com,Southwest,Standard,2025-02-17
1000,Kathryn,David,smithdustin@example.com,Midwest,Standard,2025-03-17
